idBien;surfaceCarrez;codeTypeLocal;surfaceReelle;nbrePiecePrincipale;idAdresse;idBien_fusionne
13048;32,96;2;35;2;11182;11182-CE-69-101
13049;70,27;2;69;3;11183;11183-AE-51-2
13050;14,01;2;10;1;11184;11184-AQ-30-19
13051;47,15;2;54;1;11184;11184-AQ-30-10
13052;29,9;2;30;2;11185;11185-EJ-4-199
13053;83,5;2;85;4;11186;11186-AY-9-3
13054;51,69;2;53;1;11187;11187-CQ-87-102
13055;98,5;2;98;4;11188;11188-AC-8-27
13056;48,63;2;45;2;11189;11189-AE-63-90
13057;20,35;2;22;1;11190;11190-BF-38-157
13058;50,3;2;48;3;11191;11191-BN-36-23
13059;26,14;2;26;2;11192;11192-DG-15-2
13060;28,2;2;28;2;11192;11192-DG-15-10
13061;79,06;2;82;3;11193;11193-DP-26-24
13062;62,32;2;62;2;11194;11194-EK-2-134
13063;43,29;2;47;3;11195;11195-EU-68-106
13064;14,51;2;13;1;11195;11195-EU-68-4
13065;47,83;2;48;2;11196;11196-EV-58-20
13066;112,04;2;115;4;11197;11197-BZ-40-32
13067;41,38;2;41;2;11198;11198-CH-6-12
13068;168,1;2;170;5;11199;11199-DH-10-42
13069;33,6;2;20;1;11200;11200-FB-31-1
13070;80,6;2;77;2;11201;11201-AK-121-407
13071;68,22;2;73;3;11202;11202-AM-44-57
13072;38,38;2;38;3;11203;11203-BS-81-109
13073;110,24;2;72;4;11203;11203-BS-81-111
13074;27,33;2;25;2;11204;11204-DH-123-23
13075;33;2;33;2;11205;11205-DM-195-122
13076;25,1;2;27;1;11206;11206-AL-235-12
13077;37,33;2;37;3;11207;11207-AS-170-6
13078;18,66;2;19;1;11208;11208-AV-118-21
13079;56,84;2;58;2;11208;11208-AV-118-19
13080;33;2;29;2;11209;11209-BQ-26-35
13081;16,3;2;14;1;11210;11210-BT-72-27
13082;47,5;2;44;2;11211;11211-BU-180-1244
13083;14,42;2;25;2;11212;11212-BU-94-52
13084;17,8;2;9;1;11213;11213-AV-45-26
13085;24,48;2;23;1;11213;11213-AV-45-44
13086;20,07;2;20;1;11213;11213-AV-45-31
13087;27,55;2;29;1;11214;11214-AY-41-322
13088;84,34;2;74;4;11215;11215-BC-25-5078
13089;24,65;2;26;2;11216;11216-EC-121-54
13090;51,87;2;53;3;11217;11217-EO-11-9
13091;63,78;2;58;2;11218;11218-BL-125-72
13092;25,02;2;23;2;11219;11219-CI-55-4
13093;17,14;2;18;1;11220;11220-CL-52-4
13094;50,21;2;51;2;11221;11221-DA-21-1171
13095;64,18;2;65;3;11222;11222-BH-8-305
13096;43,08;2;43;2;11223;11223-AH-141-34
13097;58,4;2;63;3;11224;11224-JJ-342-4
13098;151,54;1;130;5;11225;11225-JM-303-2
13099;70,95;2;70;3;11226;11226-OK-210-465
13100;54,59;2;55;3;11227;11227-AH-10-2040
13101;84,28;2;84;4;11228;11228-AH-5-31
13102;65;2;65;3;11229;11229-BE-327-28
13103;38,93;2;40;2;11230;11230-U-985-19
13104;42,39;2;41;2;11231;11231-BE-307-55
13105;43,41;2;44;2;11231;11231-BE-307-51
13106;74,14;2;72;3;11232;11232-D-1254-23
13107;74,95;2;80;4;11233;11233-D-1068-11
13108;39;2;39;1;11234;11234-AN-83-207
13109;42,99;2;43;2;11234;11234-AN-83-205
13110;39;2;39;2;11235;11235-A-1422-17
13111;86,02;2;86;4;11236;11236-AH-335-121
13112;43,59;2;43;2;11236;11236-AH-335-93
13113;40,2;2;40;2;11237;11237-BO-232-23
13114;81,1;2;84;1;11238;11238-BP-228-121
13115;63,58;2;67;3;11238;11238-BP-228-106
13116;21,52;2;22;1;11239;11239-ZA-182-372
13117;81,13;2;81;4;11240;11240-ZA-305-65
13118;153,16;1;155;6;11241;11241-AM-33-1681
13119;47,69;2;49;2;11242;11242-AB-194-8
13120;65,42;1;65;4;11243;11243-AM-4-18
13121;60,08;2;64;3;11244;11244-BH-191-24
13122;63,28;2;76;3;11245;11245-AD-569-1306
13123;17,05;2;18;1;11246;11246-AD-36-6
13124;88,76;1;79;4;11247;11247-AO-11-2
13125;63,47;2;63;3;11248;11248-AB-52-42
13126;64,72;2;65;3;11249;11249-AE-334-5021
13127;42,29;2;41;2;11249;11249-AE-334-5205
13128;74,25;1;74;4;11250;11250-AD-225-2
13129;74,67;2;74;3;11251;11251-AI-1064-109
13130;37,2;2;38;1;11252;11252-AI-673-2
13131;78,3;2;77;4;11253;11253-AC-223-67
13132;57,16;2;57;3;11254;11254-AX-107-25
13133;38,97;2;39;2;11255;11255-AY-96-14
13134;95,42;2;99;4;11256;11256-AL-316-5
13135;73,6;2;85;4;11257;11257-AE-319-141
13136;67,1;2;66;4;11258;11258-HY-230-20
13137;55,1;2;55;3;11259;11259-AI-62-88
13138;101,65;2;98;5;11260;11260-BL-323-4
13139;108,4;1;108;5;11261;11261-AM-75-65
13140;74,35;2;53;3;11262;11262-B-346-2
13141;20,33;2;21;1;11263;11263-AW-166-420
13142;65,66;1;67;3;11264;11264-BW-55-1
13143;79,44;2;25;1;11265;11265-AB-947-6
13144;68,25;2;76;4;11266;11266-BH-441-12
13145;36,37;2;39;2;11267;11267-BB-241-10
13146;31,6;2;33;2;11268;11268-CN-185-5
13147;34,9;2;34;2;11269;11269-CO-101-45
13148;26,25;2;26;1;11270;11270-AE-652-39
13149;67,65;1;68;4;11271;11271-BD-74-3
13150;63,34;1;68;4;11271;11271-BD-74-4
13151;72,59;1;65;3;11272;11272-BD-419-11
13152;45,43;2;45;2;11273;11273-166-AD-650-4
13153;60,35;2;60;4;11274;11274-BI-442-161
13154;30,5;1;32;2;11275;11275-AE-471-11
13155;83,38;2;84;3;11276;11276-AB-49-105
13156;47,5;2;50;2;11277;11277-AN-348-11
13157;83,23;2;81;4;11278;11278-DW-72-56
13158;54,45;2;54;3;11279;11279-EV-27-77
13159;82,76;2;82;3;11280;11280-Z-177-234
13160;79,54;2;79;4;11280;11280-Z-177-235
13161;18,76;2;20;1;11281;11281-AK-749-6
13162;89,04;1;91;4;11282;11282-BD-302-1
13163;77,26;1;79;4;11283;11283-AP-174-2
13164;65,45;2;62;3;11284;11284-AI-85-7
13165;115,81;2;114;4;11285;11285-AL-561-50
13166;52,5;2;53;3;11286;11286-AR-8-44
13167;53,31;2;50;3;11287;11287-BI-856-4
13168;71,5;2;70;3;11288;11288-BI-874-3
13169;107,25;1;108;5;11289;11289-AI-977-2
13170;52,15;2;50;2;11290;11290-AK-417-7
13171;91,59;2;80;3;11291;11291-I-1792-2
13172;26,25;2;33;2;11292;11292-AE-1584-3
13173;41,7;2;41;2;11293;11293-AE-569-8
13174;132,75;1;130;4;11294;11294-AW-49-2
13175;68,79;2;68;3;11295;11295-AN-126-1008
13176;54;2;53;2;11296;11296-AN-126-5010
13177;59,04;2;59;3;11297;11297-AY-115-11
13178;35,85;2;35;2;11298;11298-AE-213-1
13179;33,55;2;31;2;11299;11299-K-222-15
13180;47,9;2;48;3;11300;11300-F-76-336
13181;27,73;2;30;2;11301;11301-D-150-6
13182;51,62;2;60;3;11301;11301-D-150-5
13183;50,7;2;52;3;11302;11302-I-41-40
13184;45,62;2;47;2;11303;11303-N-38-33
13185;83,07;2;80;4;11304;11304-J-67-44
13186;41,19;2;41;2;11305;11305-BJ-45-37
13187;49,23;2;54;3;11306;11306-I-80-3
13188;83,09;2;83;4;11307;11307-AB-36-20
13189;50,67;2;51;3;11308;11308-AD-5-13
13190;90,33;2;80;5;11309;11309-AF-122-1
13191;72,42;2;73;3;11310;11310-V-28-2024
13192;70,2;2;65;3;11311;11311-C-45-49
13193;65,83;2;65;3;11311;11311-C-45-39
13194;302,35;2;156;5;11312;11312-E-62-6
13195;51,47;2;52;3;11313;11313-CH-56-1
13196;45,04;2;48;2;11314;11314-AB-53-114
13197;15,8;2;16;1;11315;11315-AL-104-18
13198;45,6;2;45;2;11316;11316-AR-250-10
13199;39,36;2;38;2;11317;11317-O-58-13
13200;110,46;2;110;4;11318;11318-R-90-3
13201;49,68;2;49;2;11319;11319-L-263-117
13202;32,31;2;35;2;11320;11320-L-9-3
13203;35,74;2;42;1;11321;11321-R-101-30
13204;21,8;2;42;3;11322;11322-BY-215-13
13205;26,05;2;26;1;11323;11323-AL-25-24
13206;43,02;2;45;1;11324;11324-V-41-1
13207;33,89;2;40;2;11324;11324-V-41-3
13208;22,09;2;21;1;11325;11325-BM-49-3
13209;65,61;2;63;3;11326;11326-BY-32-89
13210;20,41;2;19;1;11327;11327-B-835-6
13211;64,32;2;64;3;11328;11328-BF-96-20
13212;57,06;1;30;3;11329;11329-AJ-35-3
13213;60,4;2;62;3;11330;11330-V-109-129
13214;50,78;2;49;3;11331;11331-N-79-39
13215;62,8;2;61;3;11332;11332-CL-46-33
13216;39,3;2;39;2;11333;11333-AE-69-11
13217;31,46;2;32;1;11334;11334-T-364-12
13218;104,94;1;105;5;11335;11335-J-100-12
13219;43,53;2;44;2;11336;11336-AX-68-5072
13220;50,2;2;50;2;11337;11337-G-229-808
13221;23;2;22;1;11338;11338-K-112-5
13222;67,31;2;69;3;11339;11339-L-42-3565
13223;18,09;2;18;1;11340;11340-BL-313-78
13224;33;2;30;2;11341;11341-AY-132-2
13225;43,9;2;42;3;11341;11341-AY-132-22
13226;52,48;2;49;3;11342;11342-BF-244-3
13227;54;2;57;3;11343;11343-B-126-21
13228;60,9;2;69;4;11344;11344-L-10-10629
13229;21,22;2;23;1;11345;11345-A-68-10
13230;68,53;2;69;4;11346;11346-AH-173-523
13231;27,12;2;27;1;11347;11347-O-146-22
13232;25,06;2;25;1;11348;11348-AO-160-1
13233;15,91;2;17;1;11349;11349-A-115-5
13234;57,05;2;53;3;11350;11350-P-60-6
13235;38,99;2;41;3;11350;11350-P-60-22
13236;31,68;2;30;2;11351;11351-D-131-24
13237;81;2;80;4;11352;11352-AH-646-30
13238;17,28;2;18;1;11353;11353-AO-232-27
13239;63,77;2;64;4;11354;11354-AP-153-25
13240;30,38;2;30;1;11355;11355-BA-37-1622
13241;64,75;2;64;3;11356;11356-AP-22-1620
13242;55,11;2;45;3;11357;11357-AS-140-3
13243;38,05;2;55;2;11358;11358-AK-8-4
13244;52,69;2;52;3;11359;11359-AC-326-59
13245;64,82;2;64;4;11359;11359-AC-326-57
13246;101;2;101;2;11360;11360-AK-388-3
13247;63,1;2;66;3;11361;11361-AH-574-1105
13248;39,6;2;39;2;11362;11362-BI-214-1009
13249;67,17;2;65;3;11363;11363-BN-134-46
13250;60,95;2;61;4;11364;11364-AB-12-140
13251;76,27;1;85;3;11365;11365-AE-116-307
13252;35,59;2;33;2;11366;11366-AO-739-1
13253;81,15;2;81;3;11367;11367-BR-443-26
13254;75;2;74;4;11368;11368-AL-740-141
13255;88;2;92;3;11369;11369-AL-73-11
13256;61,4;2;60;4;11370;11370-AR-122-6
13257;56,52;2;54;3;11371;11371-AP-156-8
13258;65,39;2;85;3;11372;11372-AK-318-8
13259;56,26;2;58;3;11373;11373-AZ-15-25
13260;39,73;2;37;1;11374;11374-BN-411-11
13261;38,01;2;35;1;11375;11375-CZ-137-1071
13262;62,16;2;62;3;11375;11375-CZ-137-1032
13263;120,32;2;120;4;11376;11376-EL-81-2
13264;37,6;2;40;2;11377;11377-AI-186-25
13265;22,05;2;24;1;11378;11378-AC-199-4
13266;79,11;2;100;5;11379;11379-AH-147-33
13267;25,23;2;29;1;11380;11380-AX-352-2
13268;80,05;1;80;2;11381;11381-BC-10-1
13269;34,65;2;35;2;11382;11382-IR-422-58
13270;32,6;2;31;2;11382;11382-IR-422-30
13271;17,25;2;13;1;11383;11383-KW-267-10
13272;44,77;2;46;2;11384;11384-LA-157-165
13273;78,87;2;85;3;11385;11385-LE-466-22
13274;98,81;2;99;4;11386;11386-ND-16-58
13275;50,4;2;49;3;11387;11387-AV-267-5
13276;53,12;1;60;3;11388;11388-BH-999-4
13277;39;2;43;2;11389;11389-AP-108-30
13278;87,45;2;87;4;11390;11390-AM-634-16
13279;81,5;2;83;4;11391;11391-YD-103-65
13280;26,18;2;23;1;11392;11392-AZ-42-28
13281;62,97;2;60;3;11393;11393-BO-458-1
13282;37,26;2;37;2;11394;11394-AX-21-129
13283;38,23;2;37;2;11394;11394-AX-21-244
13284;40,01;2;39;2;11394;11394-AX-21-52
13285;51,02;2;51;2;11395;11395-BM-145-206
13286;27;2;26;2;11396;11396-DO-57-84
13287;72,88;2;65;3;11397;11397-BE-39-11
13288;43,51;2;44;2;11398;11398-AY-39-1
13289;76,48;1;56;3;11399;11399-DD-32-59
13290;30,3;2;30;2;11400;11400-AE-138-3
13291;50,97;2;52;3;11401;11401-AS-39-2
13292;65,58;2;65;3;11402;11402-801-A-421-404
13293;46,3;2;49;2;11403;11403-810-C-74-17
13294;23,2;2;22;1;11404;11404-811-L-111-110
13295;21,8;2;22;1;11404;11404-811-L-111-178
13296;38,48;2;37;2;11405;11405-813-E-264-267
13297;51,69;2;51;3;11406;11406-815-B-28-736
13298;59,94;2;62;4;11406;11406-815-B-28-622
13299;64;2;62;4;11406;11406-815-B-28-512
13300;34,54;2;44;1;11407;11407-821-A-142-11
13301;66,92;2;66;3;11408;11408-836-I-120-62
13302;75,47;2;75;4;11409;11409-846-A-48-41
13303;63,75;2;65;4;11410;11410-853-E-12-287
13304;62,99;2;63;4;11411;11411-853-U-217-403
13305;40,08;2;44;2;11412;11412-863-P-532-4
13306;58,01;2;57;3;11413;11413-866-M-123-1018
13307;45,35;2;45;2;11413;11413-866-M-123-1016
13308;73,69;2;74;4;11414;11414-866-M-69-27
13309;27,62;2;28;1;11415;11415-880-C-228-38
13310;37,73;2;37;2;11416;11416-891-C-141-2
13311;58,42;2;60;3;11417;11417-899-C-245-3
13312;19;2;18;1;11418;11418-AD-386-10
13313;28,4;2;27;1;11419;11419-AA-147-70
13314;48,54;2;50;2;11420;11420-AB-32-7
13315;41,83;2;41;2;11421;11421-AN-322-27
13316;20,06;2;20;1;11422;11422-HH-112-6
13317;17,19;2;17;1;11423;11423-AW-209-19
13318;57,66;2;51;3;11424;11424-BX-351-35
13319;68,28;1;66;3;11425;11425-CK-127-62
13320;20,2;2;26;1;11426;11426-AD-401-26
13321;62,27;2;62;3;11427;11427-AV-824-196
13322;70,97;1;71;3;11428;11428-AD-1-17
13323;52,36;2;73;2;11429;11429-BK-220-4
13324;71,71;2;71;4;11430;11430-HR-243-77
13325;81,59;2;84;4;11431;11431-BK-75-13
13326;107,58;1;110;6;11432;11432-CK-145-1
13327;77,99;2;76;4;11433;11433-BE-691-25
13328;50,12;2;50;3;11434;11434-AB-14-6
13329;42,07;2;40;2;11435;11435-KP-128-25
13330;18;2;18;1;11436;11436-KR-25-31
13331;42,58;2;42;2;11437;11437-BM-269-31
13332;37,18;2;30;1;11438;11438-BW-140-9
13333;45,95;2;45;2;11439;11439-C-1576-19
13334;52,73;2;52;3;11440;11440-BK-92-24
13335;162,12;2;110;5;11441;11441-AD-197-15
13336;85,39;1;85;4;11442;11442-B-1898-1
13337;25,02;2;32;2;11443;11443-CP-209-79
13338;66,21;2;65;3;11444;11444-EZ-426-30
13339;139,77;1;135;5;11445;11445-AX-183-34
13340;44,15;2;41;2;11446;11446-B-632-104
13341;31,05;2;32;2;11447;11447-AN-864-1
13342;66,82;2;68;4;11448;11448-BY-114-127
13343;71,04;2;72;3;11449;11449-BY-285-2806
13344;50,36;2;43;1;11450;11450-CU-210-1
13345;31,3;2;43;1;11451;11451-DT-199-11
13346;93,25;2;88;4;11452;11452-DV-128-4
13347;81,6;2;82;3;11453;11453-EC-213-4
13348;129,53;2;139;5;11454;11454-PN-27-2
13349;61,58;2;64;3;11455;11455-YD-214-18
13350;50,33;2;47;3;11456;11456-BO-355-2
13351;27,9;2;28;2;11457;11457-CA-155-106
13352;55,38;2;55;3;11457;11457-CA-155-83
13353;55,69;2;55;3;11457;11457-CA-155-85
13354;51,03;1;48;3;11458;11458-CA-42-30
13355;22,25;2;22;1;11459;11459-CY-666-76
13356;57,27;2;57;3;11460;11460-DI-167-151
13357;41,85;2;43;2;11461;11461-AM-6-28
13358;77,48;2;95;4;11462;11462-AY-331-405
13359;61,37;2;62;3;11463;11463-AK-405-94
13360;69,77;1;69;3;11463;11463-AK-405-175
13361;58,07;2;59;3;11464;11464-AY-142-13
13362;83,37;1;57;3;11465;11465-MV-193-3
13363;75,05;2;72;4;11466;11466-AS-147-7
13364;22,85;2;23;1;11467;11467-AP-176-3006
13365;66,12;2;66;2;11468;11468-C-280-2
13366;58,76;1;55;3;11469;11469-AL-129-1
13367;37,16;2;47;3;11470;11470-BT-188-251
13368;44,03;2;45;2;11471;11471-BI-144-37
13369;22,33;2;25;1;11472;11472-J-196-1
13370;52,74;2;52;2;11473;11473-A-1484-3
13371;23,05;2;23;1;11474;11474-B-1376-21
13372;111,3;2;115;5;11475;11475-AC-570-10
13373;94,69;2;96;5;11476;11476-LV-377-64
13374;88,42;2;88;5;11477;11477-BM-282-7
13375;20,96;2;22;1;11478;11478-D-377-23
13376;70,31;2;70;3;11479;11479-AB-1171-11
13377;114,82;2;19;1;11480;11480-BT-47-1
13378;84,55;2;80;4;11481;11481-DE-102-26
13379;47,28;2;47;2;11482;11482-IW-45-236
13380;82,96;2;81;4;11483;11483-AT-130-31
13381;40,29;2;41;2;11484;11484-C-851-41
13382;41,91;2;41;2;11484;11484-C-851-46
13383;18,04;2;18;1;11485;11485-BB-269-39
13384;23,33;2;23;2;11485;11485-BB-269-83
13385;25,39;2;23;2;11485;11485-BB-269-1
13386;84,38;2;78;3;11486;11486-BD-168-26
13387;509,85;2;19;1;11487;11487-AR-491-2
13388;128,31;2;120;4;11488;11488-AO-68-4
13389;19,57;2;20;1;11489;11489-AB-110-33
13390;27,27;2;28;2;11490;11490-BC-30-112
13391;82,95;2;90;4;11491;11491-AB-81-122
13392;152,69;2;155;4;11492;11492-AH-447-11
13393;48,26;2;48;2;11493;11493-AM-440-22
13394;74,98;2;74;3;11494;11494-BZ-86-45
13395;81,44;2;80;2;11495;11495-EM-78-14
13396;62;2;70;3;11496;11496-AK-160-1
13397;122,68;1;94;5;11497;11497-AZ-158-3
13398;81,36;2;81;3;11498;11498-A-1674-1
13399;90,5;1;90;4;11499;11499-ZC-982-16
13400;76,9;2;84;3;11500;11500-AD-119-8
13401;39,29;2;35;1;11501;11501-R-333-1
13402;71,96;1;89;4;11502;11502-AH-91-6
13403;37,02;2;37;2;11503;11503-DT-96-112
13404;20,94;2;13;1;11504;11504-ES-189-13
13405;56,47;2;53;2;11505;11505-HN-161-19
13406;18,43;2;18;1;11506;11506-IN-645-2
13407;19,92;2;19;1;11506;11506-IN-645-21
13408;19,97;2;18;1;11506;11506-IN-645-63
13409;66,95;2;66;3;11507;11507-KR-48-688
13410;42,18;2;42;2;11508;11508-VY-221-9
13411;46,56;2;47;2;11509;11509-CX-410-2
13412;45,96;2;44;3;11510;11510-AV-552-47
13413;22,87;2;22;1;11511;11511-AE-281-4
13414;55,7;2;55;2;11512;11512-BW-30-1
13415;50,42;2;52;2;11513;11513-DM-238-102
13416;42,66;2;43;2;11514;11514-AI-36-10
13417;72,43;1;80;4;11515;11515-AN-218-7
13418;93,37;2;100;5;11516;11516-AP-388-120
13419;21,9;2;22;1;11517;11517-AZ-255-4
13420;28,05;2;37;2;11518;11518-BO-33-7
13421;69,53;2;66;4;11519;11519-CW-259-122
13422;52,64;2;53;2;11520;11520-DO-363-39
13423;61,28;2;59;3;11521;11521-AX-167-442
13424;39,49;2;39;2;11522;11522-CD-14-46
13425;57,76;2;58;3;11523;11523-602-BE-1567-3
13426;56,51;2;58;3;11523;11523-602-BE-1567-20
13427;20,1;2;23;2;11524;11524-AD-689-4
13428;29,74;2;31;2;11525;11525-F-3442-3
13429;51,7;2;53;3;11526;11526-AM-145-48
13430;63;2;63;3;11527;11527-AD-71-3
13431;70,2;2;71;2;11528;11528-CI-277-22
13432;49,4;2;49;2;11528;11528-CI-277-19
13433;62,61;2;59;3;11529;11529-AC-113-13
13434;72,7;2;69;4;11529;11529-AC-113-2
13435;74,22;2;73;4;11530;11530-AK-519-247
13436;66,75;2;67;3;11531;11531-AE-227-16
13437;69,8;2;69;4;11532;11532-AK-178-107
13438;66,12;2;65;4;11533;11533-AK-361-88
13439;25,36;2;25;1;11534;11534-AP-859-23
13440;20,24;2;20;1;11534;11534-AP-859-21
13441;32,6;1;40;2;11535;11535-M-1043-16
13442;23,5;2;23;1;11536;11536-G-1366-45
13443;51;2;48;2;11537;11537-AZ-143-31
13444;39,08;2;40;2;11537;11537-AZ-143-7
13445;96;2;82;4;11538;11538-MM-6-2100
13446;56,18;2;56;2;11539;11539-AL-305-4
13447;27,96;2;30;1;11540;11540-LS-248-37
13448;62,45;2;63;4;11541;11541-AD-424-16
13449;40,61;2;40;2;11542;11542-AC-522-49
13450;76,15;1;105;1;11543;11543-AE-22-4
13451;64,74;2;67;3;11544;11544-AZ-58-39
13452;76,89;2;77;4;11545;11545-BD-356-31
13453;53,06;2;50;3;11546;11546-AE-393-706
13454;49,77;2;50;2;11547;11547-AR-112-30
13455;18,42;2;18;1;11548;11548-AR-82-267
13456;85,82;2;86;4;11549;11549-BC-441-1
13457;111,55;1;106;4;11550;11550-BE-185-71
13458;85,24;2;88;4;11551;11551-AB-308-1
13459;57,17;2;55;3;11552;11552-AB-498-4
13460;75,73;2;75;3;11553;11553-AW-306-13
13461;44,08;2;44;2;11554;11554-BC-53-48
13462;113,11;2;104;5;11554;11554-BC-53-49
13463;62,38;2;68;2;11555;11555-AT-123-3
13464;80,87;2;81;4;11556;11556-AP-5-24
13465;53,53;2;53;3;11557;11557-AR-61-5
13466;56,24;2;56;2;11558;11558-AX-221-12
13467;66,75;2;67;3;11559;11559-AE-1044-7
13468;32,46;2;25;1;11560;11560-AR-139-134
13469;69,6;2;75;3;11561;11561-AS-67-10
13470;71,46;2;59;3;11562;11562-AS-80-12
13471;15,82;2;15;1;11563;11563-AZ-93-137
13472;39,03;2;40;2;11564;11564-BE-12-42
13473;129,12;1;145;6;11565;11565-CH-68-4
13474;108,65;1;109;5;11565;11565-CH-68-2
13475;142,09;1;115;5;11566;11566-BZ-81-5
13476;76,14;2;72;4;11567;11567-BW-246-22
13477;13,5;2;13;1;11568;11568-CO-114-12
13478;49,07;2;48;2;11569;11569-268-BD-110-111
13479;53;2;45;1;11570;11570-J-873-1
13480;26,7;2;27;1;11571;11571-AS-33-11
13481;170,82;2;172;4;11572;11572-AV-28-2
13482;37,81;2;34;3;11573;11573-AM-4-15
13483;28,71;2;29;1;11573;11573-AM-4-36
13484;28,84;2;30;1;11574;11574-AN-95-38
13485;15,83;2;16;1;11575;11575-AP-96-16
13486;16,5;2;16;1;11575;11575-AP-96-14
13487;29,03;2;30;2;11576;11576-AE-9-25
13488;17,55;2;9;1;11577;11577-AN-42-97
13489;61;2;68;2;11578;11578-AO-151-10
13490;41,11;2;40;2;11579;11579-AR-140-17
13491;153,41;2;163;7;11580;11580-AD-119-7
13492;61,19;2;60;3;11581;11581-BI-4-105
13493;23,08;2;20;1;11582;11582-CD-127-16
13494;180,3;2;175;6;11583;11583-BR-77-11
13495;44,63;2;22;1;11584;11584-AC-111-32
13496;35,61;2;34;2;11585;11585-AV-24-20
13497;35,57;2;49;3;11585;11585-AV-24-21
13498;29,02;2;31;2;11586;11586-BJ-65-23
13499;42,09;2;43;2;11587;11587-AE-59-56
13500;57,03;2;61;3;11587;11587-AE-59-67
13501;181,01;2;182;4;11588;11588-BZ-29-24
13502;66,01;2;66;3;11589;11589-AB-71-11
13503;50,46;2;42;3;11590;11590-AI-99-91
13504;77,82;2;76;4;11591;11591-CB-25-19
13505;41,67;2;45;2;11592;11592-EY-38-27
13506;52,86;2;52;3;11593;11593-HA-77-20
13507;48,5;2;48;2;11594;11594-EP-39-9
13508;48,13;2;50;2;11595;11595-AI-53-177
13509;49,33;2;47;3;11596;11596-AZ-21-10
13510;63,87;2;63;4;11597;11597-BE-14-206
13511;69,82;2;75;3;11597;11597-BE-14-112
13512;39,36;2;37;2;11598;11598-DW-35-107
13513;46,75;2;48;2;11599;11599-ES-39-14
13514;11,04;2;11;1;11600;11600-DO-115-62
13515;99,03;2;102;4;11601;11601-DO-56-102
13516;31,87;2;34;2;11602;11602-DX-79-117
13517;79,31;2;80;2;11603;11603-DZ-10-23
13518;60,13;2;59;2;11604;11604-AG-3-74
13519;26,4;2;28;1;11605;11605-AX-101-20
13520;15,79;2;18;2;11606;11606-BK-9-54
13521;36,2;2;36;2;11607;11607-BP-47-17
13522;111,4;2;115;5;11608;11608-BR-75-2
13523;17,04;2;17;1;11609;11609-BV-9-9
13524;20,3;2;22;1;11610;11610-CM-101-6
13525;102,4;2;98;4;11611;11611-CP-149-106
13526;39,57;2;44;2;11612;11612-DO-99-15
13527;36,33;2;35;2;11613;11613-BK-107-26
13528;41,53;2;34;2;11614;11614-BR-90-73
13529;40,67;2;39;2;11614;11614-BR-90-82
13530;49,56;2;49;2;11615;11615-BV-63-19
13531;71,18;2;70;3;11616;11616-CF-170-3
13532;10,19;2;11;1;11617;11617-AI-37-65
13533;52,76;2;53;2;11618;11618-BA-11-1238
13534;27,88;2;28;1;11618;11618-BA-11-1314
13535;73,71;2;74;3;11619;11619-DI-9-110
13536;40,09;2;37;2;11620;11620-EC-4-18
13537;18,29;2;18;1;11621;11621-AC-17-19
13538;10,06;2;20;2;11622;11622-AD-22-27
13539;45,43;2;45;2;11623;11623-CL-45-20
13540;83,33;2;85;4;11624;11624-CL-9-30
13541;94,07;2;56;2;11625;11625-CO-30-2
13542;50,01;2;50;3;11626;11626-CZ-11-11
13543;14,8;2;13;1;11627;11627-DM-21-32
13544;54,3;2;59;2;11628;11628-AI-121-21
13545;37,9;2;45;2;11629;11629-AH-282-5
13546;101;2;102;4;11630;11630-IF-12-3310
13547;21,52;2;21;1;11631;11631-JF-236-22
13548;85,76;1;87;4;11632;11632-BK-363-1
13549;88,93;2;80;3;11633;11633-AT-86-34
13550;60,47;2;60;3;11634;11634-A-311-2
13551;53,76;2;55;3;11635;11635-AD-125-31
13552;60,03;2;60;3;11636;11636-AH-6-106
13553;43,69;2;45;2;11637;11637-AO-13-136
13554;83,21;2;83;4;11638;11638-AM-132-21
13555;91,35;2;92;5;11638;11638-AM-132-28
13556;25,72;2;45;3;11639;11639-AK-20-26
13557;34,86;2;36;2;11640;11640-AR-558-11
13558;82,86;2;80;4;11641;11641-AM-734-20
13559;137;1;39;2;11642;11642-B-830-2
13560;24,7;2;24;1;11643;11643-AX-128-14
13561;121,24;1;111;6;11644;11644-AE-10-64
13562;74,04;1;67;3;11644;11644-AE-10-49
13563;65,65;2;65;3;11645;11645-B-1113-2
13564;82,04;1;89;5;11646;11646-AB-239-28
13565;62,69;2;64;3;11647;11647-AE-236-25
13566;53,11;2;53;2;11647;11647-AE-236-11
13567;82,39;1;86;4;11648;11648-AD-304-4
13568;46,05;2;52;2;11649;11649-AH-19-414
13569;64,15;1;60;3;11650;11650-BW-184-2
13570;65,26;2;65;3;11651;11651-AL-219-7
13571;75,7;2;76;4;11652;11652-AC-498-27
13572;119,5;1;66;3;11653;11653-AN-124-100
13573;38,6;2;38;2;11654;11654-AO-154-6
13574;73,79;2;74;4;11655;11655-AO-343-232
13575;73,81;2;74;3;11656;11656-AW-244-121
13576;99,08;1;80;4;11657;11657-AN-30-35
13577;81,69;2;82;4;11658;11658-AL-64-406
13578;70,36;2;67;3;11659;11659-AP-882-1312
13579;69,4;2;69;3;11660;11660-A-4754-2
13580;71,4;2;71;3;11660;11660-A-4754-3
13581;40,39;2;40;2;11661;11661-AE-194-6
13582;89,09;1;90;5;11662;11662-AX-273-61
13583;40,95;2;42;2;11663;11663-AA-300-116
