idAdresse;noVoie;B_T_Q;typeVoie;nomVoie;idcodeDepartement_codeCommune
13018;31;;BD;KARL MARX;95018
13019;23;;RUE;DES ROSES;95018
13020;30;;AV;DE LA REPUBLIQUE;95019
13021;21;;AV;CAMILLE CLAUDEL;95176
13022;77;;RES;DOMONT VILLAGE;95199
13023;20;;ALL;DU PDT KENNEDY;95229
13024;8;B;GR;GRANDE RUE;95229
13025;11;;RUE;DU BOIS DE L EPARD;95252
13026;6;;RUE;ROMAIN ROLLAND;95268
13027;8;B;RUE;DE LA CROIX;95306
13028;14;;RUE;DE L ARCHE;95424
13029;22;;RUE;DE LA COUTELLERIE;95500
13030;6;;RUE;DU BAS BORD EAU;95500
13031;88;;RUE;DU GENERAL LECLERC;95563
13032;2;;RUE;DES LUMIERES;95572
13033;8;;RUE;ARISTIDE BRIAND;95678
13034;11;;PL;SAINT SAENS;95680
13035;5477;F;RES;PRINCIPAUTE;97209
13036;101;;CHEM;HILAIRE;97302
13037;7;;AV;DU GENERAL DE GAULLE;97304
13038;9000;;RES;LES JARDINS DU MAHURY;97309
13039;4;B;LOT;LA COLLINE;97309
13040;31;D;ALL;BLAISE CENDRARS;97311
13041;7;;PL;DE L EGLISE;6120
13042;112;;RES;LES HAMEAUX DE LA PLAGE;11170
13043;9005;;VC;RES LE FRANCE;14754
13044;3;;AV;PIERRE SEMARD;18279
13045;15;;MAIL;ANATOLE FRANCE;27681
13046;10;;RUE;FLANDRES DUNKERQUE 40;28229
13047;72;;RUE;FREGERE;34079
13048;37;;RUE;DE LOING;45208
13049;14;;RUE;DU GENERAL PERSHING;54323
13050;26;;RUE;DE L ALZETTE;54521
13051;11;;SQ;DU CDT GABRIEL FOURNAISE;60159
13052;6;;RUE;DU MARECHAL KOENIG;60159
13053;12;;PL;EUGENE CHRISTOPHE;65123
13054;17;;BD;BALCON SUD;66124
13055;82;;RUE;DE LA PELOUSE;72181
13056;237;;RUE;DU FBG ST ANTOINE;75111
13057;41;;RUE;DU HAUT PAS;76217
13058;1;;RUE;EMILE ZOLA;77305
13059;50;;AV;P V COUTURIER;78073
13060;4;;ALL;DES SABLONS;78242
13061;4;;IMP;LA ROCHELLE;78643
13062;33;;RUE;DE LA RAFALE;80333
13063;199;;RUE;DE LA REPUBLIQUE;91223
13064;7;;AV;HENRI FARMAN;91223
13065;30;;RUE;MARCEAU BAILLOT;91691
13066;1;;RUE;JULES VINCENT;95288
13067;786;;AV;DES VOIRONS;1143
13068;5177;;RUE;GRANDE;4242
13069;10;;BD;DES NATIONS;6004
13070;17;;AV;DU GENERAL DE GAULLE;6010
13071;57;B;RTE;DEPARTEMENTALE 2204;6019
13072;12;;IMP;DES PALOMBIERES;6027
13073;42;;AV;DE GRASSE;6027
13074;4;;AV;JACQUES ABBA;6032
13075;5703;;;FRONT DE NEIGE;6073
13076;200;;AV;DU RIOU LA NAPOULE;6079
13077;81;B;BD;GAMBETTA;6088
13078;210;;AV;PASTEUR;6104
13079;286;;IMP;DE L ECOLE VIEILLE;6108
13080;91;;AV;DES FRERES ROUSTAN;6155
13081;22;;RUE;DU PILAT;7010
13082;14;;RUE;DE MULHOUSE;8409
13083;1;;RUE;COURTALON;10387
13084;4;;AV;DES GOELANDS;11145
13085;8;;RES;LES MARINAS DE PORT ROSE;11202
13086;74;;RES;TOURISTIQUE BEAU SOLEIL NP;11262
13087;347;;BD;ESCHASSERIAUX;11266
13088;10;;AV;ALICE;13005
13089;22;;RUE;DE LA REPUBLIQUE;13045
13090;5;;RUE;DES RECOLETTES;13201
13091;3;;QUAI;RIVE NEUVE;13201
13092;9002;;RUE;RANQUE;13201
13093;48;;RUE;PUVIS DE CHAVANNES;13202
13094;51;;RUE;DU PANIER;13202
13095;56;;BD;LECCIA;13203
13096;34;;AV;HAITI;13204
13097;163;;BD;BOISSON;13204
13098;106;;RUE;EDMOND ROSTAND;13206
13099;6;;PL;DE VENISE;13206
13100;105;;BD;DU CABOT;13209
13101;70;;CHE;JOSEPH AIGUIER;13209
13102;39;;BD;DE MOSTAGANEM PROLONGE;13209
13103;5050;F;RES;LA BATARELLE;13213
13104;39;;BD;KRAEMER;13214
13105;5006;F;RES;VAL PINS;13215
13106;34;B;CRS;VICTOR HUGO;17421
13107;6;;PL;DE LA MAIRIE;22032
13108;5;;RUE;DE LA VILLE ERNAULT;22278
13109;34;B;RUE;CHATEAUBRIAND;22278
13110;9027;;;LE MOULIN A VENT;24520
13111;130;;GR;GRANDE RUE;25056
13112;9591;;;SUARALTA;2A032
13113;6086;;RES;LA MARINE DE MATONARA;2A247
13114;5;;RTE;DE LA CORNICHE;2A249
13115;9013;;CHE;DE LA PATAQUIERE;30003
13116;6415;;RTE;D AIGUES VIVES;30062
13117;1;B;RUE;VILLARS;30189
13118;5680;;RTE;DE LA BAUME;30206
13119;7;;RUE;NERIGEAN;33063
13120;137;;RUE;SAINTE CATHERINE;33063
13121;66;;RUE;ALBERT PITRES;33063
13122;56;;RUE;CHAPERON GRANGERE;33243
13123;17;;RUE;PAUL LANGEVIN;33281
13124;17;;RUE;DU PORT;33529
13125;4;T;RUE;EMILE LALANNE;33550
13126;3;;AV;DE LA BUTTE;34003
13127;2030;;VC;9 COLOMBIERS BEZIERS;34032
13128;66;;AV;DE LA MEDITERRANEE;34108
13129;6;;RUE;DE LA MARECHAUSSEE;34108
13130;7;;CHE;DU ROMANY BAS;34157
13131;36;;CAMI;FOUNJUT;34324
13132;1;;RES;DE LA GUEDELAIS;35012
13133;26;;AV;DE BRETAGNE;35055
13134;8;;RUE;DES PONTS;35095
13135;22;;RUE;SAINT FERJUS;38185
13136;13;;CRS;JEAN JAURES;38185
13137;20;;RUE;JOSEPH REY;38185
13138;4;;ALL;DE LA ROSERAIE;38229
13139;13;;RUE;AUGUSTE SONNIER;38239
13140;290;;RUE;JEAN PAUL SARTRE;38553
13141;6;;PL;DES SALINES;39362
13142;420;B;CHE;DE PIRON;40209
13143;2;;RUE;DES MERISIERS;41047
13144;7;;RUE;DES ECOLES;41295
13145;34;;RUE;DE BELLEVUE;44020
13146;1;;QUAI;DU MAIL DE BROC (RD245);44049
13147;1;;RUE;FULTON;44109
13148;3;;VEN;DE L'ERIDAN;44169
13149;52;;ALL;DES ALBATROS;44184
13150;28;;RUE;LAKANAL;47323
13151;7;;RUE;MENAGE;49007
13152;5;B;RUE;MONTESQUIEU;49007
13153;25;;RUE;DES MAUGES;49355
13154;18;;PL;DU GENERAL LECLERC;50394
13155;4;;RUE;CARNOT;51108
13156;9;B;RUE;DES BONS MALADES;51454
13157;447;;AV;DE LA LIBERATION;54395
13158;335;;AV;ANDRE MALRAUX;54578
13159;2;;RUE;JULIEN GRACQ;56178
13160;2;;RUE;VAILLANT;59328
13161;141;;RUE;FAIDHERBE HELLEMMES;59350
13162;52;;RUE;ESQUERMOISE;59350
13163;9001;;RUE;DE LA DISTILLERIE;59360
13164;99;;RUE;DE LILLE;59421
13165;27;;AV;DES NATIONS UNIES;59512
13166;68;;RUE;DU GENERAL LECLERC;59636
13167;8;;RUE;BOILEAU;59648
13168;61;;RUE;DE LA CHEVALERIE;60139
13169;36;;RUE;DU CONNETABLE;60141
13170;1;;VOIE;DE LA GRANDE SERPENTINE;60282
13171;27;;FG;DE LA BADE;63300
13172;56;;RUE;MAUBEC;64102
13173;14;;RUE;DE LA RAILLERE;65138
13174;5016;;;LE VILLAGE;65384
13175;5411;;;LE PLA D ADET;65388
13176;70;;AV;MARCELIN ALBERT;66136
13177;40;;AV;GABRIEL PERI;69003
13178;26;;CHE;DE LA MADONE;69112
13179;33;;AV;MATHIEU MISERY;69244
13180;154;;RUE;RONCEVAUX;69264
13181;35;;CRS;EMILE ZOLA;69266
13182;1;B;AV;PASTEUR;69275
13183;21;;RUE;DU CHATEAU D EAU;69277
13184;134;;RUE;DE SEZE;69386
13185;20;;QUAI;JAYR;69389
13186;38;;QUAI;JAYR;69389
13187;1;B;RUE;DES URSULINES;70550
13188;3;;RUE;BACHAUMONT;75102
13189;46;;RUE;SAINT ANTOINE;75104
13190;46;;QUAI;HENRI IV;75104
13191;139;;BD;SAINT MICHEL;75105
13192;18;;RUE;DAUPHINE;75106
13193;9;;RUE;DE CONDE;75106
13194;4;;RUE;DE VARENNE;75107
13195;70;;RUE;DU FAUBOURG SAINT HONORE;75108
13196;8;;RUE;MILTON;75109
13197;64;;RUE;RODIER;75109
13198;11;;RUE;DES RECOLLETS;75110
13199;133;;RUE;DU FBG DU TEMPLE;75110
13200;83;;RUE;JEAN PIERRE TIMBAUD;75111
13201;99;;AV;DE LA REPUBLIQUE;75111
13202;8;;RUE;DU GENERAL RENAULT;75111
13203;2;;PAS;THIERE;75111
13204;38;;BD;DE PICPUS;75112
13205;34;;RUE;SAINT YVES;75114
13206;14;;RUE;DIDOT;75114
13207;10;;IMP;FLORIMONT;75114
13208;14;;;VIL DU MONT TONNERRE;75115
13209;8;;RUE;MIOLLIS;75115
13210;15;A;RUE;ROBERT DE FLERS;75115
13211;108;;RUE;DE LOURMEL;75115
13212;112;;QUAI;LOUIS BLERIOT;75116
13213;12;;RUE;BREMONTIER;75117
13214;10;;RUE;THEODORE DE BANVILLE;75117
13215;154;;AV;DE WAGRAM;75117
13216;116;;RUE;DES MOINES;75117
13217;39;;RUE;GANNERON;75118
13218;2;;RUE;MYRHA;75118
13219;62;;RUE;D HAUTPOUL;75119
13220;27;;RUE;DE LA CHINE;75120
13221;47;;RUE;DES PYRENEES;75120
13222;70;;RUE;DE LA REPUBLIQUE;76217
13223;13;A;RUE;ALBERT SOREL;76540
13224;4;;RUE;ALBERT DUBOSC;76552
13225;9001;;RES;MIRABEAU TOUR 3;76575
13226;9001;;ESP;DU GAL LECLERC;76711
13227;6;;AV;DES MARRONNIERS;77014
13228;29;;AV;DU GENERAL DE GAULLE;77058
13229;5;;CHE;ARMAND LANOUX;77083
13230;3;;RUE;BONTEMPS;77288
13231;81;;RUE;DU GENERAL LECLERC;77372
13232;26;A;RUE;DE MAREUIL;77382
13233;1;;RUE;DE MAGELLAN;77449
13234;9;;RUE;DE CHAALIS;77464
13235;5;;RUE;DES CHAMPS;78005
13236;5;;RUE;CLAUDE DEBUSSY;78073
13237;1;;ALL;DE JADE;78172
13238;7;;ALL;DES CAPUCINES;78190
13239;3;;RES;LES COUDRAYS;78208
13240;6;;VLA;EMMANUEL FREMIET;78208
13241;13;B;RUE;DU COMMERCE;78327
13242;6;;CLOS;DU ROY;78382
13243;17;;RUE;MICHEL ANGE;78490
13244;2;;RUE;DE LA FONTAINE ST MARTIN;78502
13245;7;;SQ;DE LA PROVIDENCE;78517
13246;4;;CHE;ANDRE DERAIN;78586
13247;35;;RLE;DU BEFFROI;80001
13248;42;;RUE;DE LA RESISTANCE;82121
13249;4;;RUE;JOLIOT CURIE;82190
13250;1065;;BD;DE L ESCOURCHE;83009
13251;2;;IMP;DES ESPARADOUS;83016
13252;9500;;ESP;CHARLES DE GAULLE;83016
13253;25;;ALL;MARIE DES LIONS;83069
13254;956;;AV;JEAN MOULIN;83069
13255;9001;;RES;LE GRAND LARGE;83070
13256;1;B;RUE;DE LA TOUR;83090
13257;1416;;AV;HENRI GUILLAUME;83126
13258;179;;AV;PRESIDENT JOHN KENNEDY;83129
13259;53;;RUE;ROMAIN;83137
13260;14;;RUE;DU ROMULUS;83137
13261;20;;RUE;BONNETERIE;84007
13262;358;;CHE;DE LA PELADO;84141
13263;9001;;RES;GD VOILIER 1 MERLIN MARINE;85226
13264;9156;;RES;ST LAURENT;85288
13265;28;;RUE;DES FOUGERES;86157
13266;18;;RUE;DE LA BOISSIERE;91105
13267;39;;RUE;DE LA DAUPHINE;91174
13268;25;;RUE;ST PIERRE;91200
13269;7;;RUE;CYPRIEN MURET;91477
13270;1;;SQ;DES PAULOWNIAS;91645
13271;9;;RUE;DE LA RES LA HAIE DU PONT;91661
13272;3;;RUE;DJANGO REINHARDT;91689
13273;4;;RUE;DES MILLEPERTUIS;91692
13274;18;B;AV;DE LA DIVISION LECLERC;92020
13275;23;;AV;VICTOR HUGO;92023
13276;26;;RUE;LEON MAURICE NORDMANN;92035
13277;23;;RUE;SALVADOR ALLENDE;92046
13278;53;;AV;PIERRE BROSSOLETTE;92049
13279;23;;RUE;VICTOR HUGO;92049
13280;18;;RUE;MARIE DEBOS;92049
13281;24;;RUE;BOILEAU;92049
13282;7;B;RUE;MARCELIN BERTHELOT;92050
13283;23;;BD;D ARGENSON;92051
13284;29;;RUE;DE VILLIERS;92051
13285;42;;RUE;DU MOULIN FIDEL;92060
13286;14;;RUE;PAUL LAFARGUE;92062
13287;3;;RUE;RAYMOND QUENEAU;92063
13288;17;;RUE;DE LA NOUVELLE FRANCE;93001
13289;29;B;RUE;FERRAGUS;93001
13290;50;;AV;DU MAL LECLERC;93046
13291;13;;RUE;DE LA RENARDIERE;93048
13292;2;;PL;DES FEDERES;93051
13293;31;;AV;DU GEN DE GAULLE;93064
13294;5;;RUE;FERDINAND GAMBON;93066
13295;69;;RUE;DU LANDY;93066
13296;12;;RUE;BERNE;93066
13297;47;;RUE;GAMBETTA;93070
13298;30;;RUE;DE MUSSELBURGH;94017
13299;11;;RUE;DU MONUMENT;94017
13300;9;;SQ;JEAN PIERRE MARTINEZ;94028
13301;22;;RUE;DE COTONOU;94028
13302;2;;VLA;DES BASSES FOLIES;94034
13303;7;;CITE;MONTJEAN;94034
13304;83;;BD;DE STRASBOURG;94052
13305;13;;BD;FOCH;94058
13306;180;;AV;DE LA MARECHALE;94059
13307;18;;RUE;DES PINS SYLVESTRES;94073
13308;11;;BD;DE STALINGRAD;94073
13309;86;;AV;DE PARIS;94076
13310;137;;RUE;DEFRANCE;94080
13311;6;;ALL;DES CHAMPS FLEURIS;94081
13312;6;;AV;GAMBETTA;94081
13313;4;;RES;DE BRETAGNE;95018
13314;28;;RUE;DE L HOTEL DIEU;95134
13315;10;;ALL;DES CONNETABLES;95205
13316;25;;RUE;DES PINSONS;95218
13317;25;;ALL;DES ARCADES;95323
13318;17;;RUE;AUGUSTE RENOIR;95369
13319;100;;RUE;DU LAITIER;95388
13320;53;;RUE;ALBERT ALLINE;95491
13321;1;;AV;MATHILDE;95555
13322;;;ALL;DES ETOILES;97304
13323;91;;;GRAND' RUE;1109
13324;5186;;;MATAFELON;1240
13325;1;B;RUE;DES GRAVIERS;2722
13326;10;;PL;DE LAON;2722
13327;4;;RUE;LIEUTENANT COLONELLI;6011
13328;9;;RUE;DUJARDIN BEAUMETZ;6011
13329;760;;CHE;DE LA TIRE;6085
13330;120;;AV;FONT ROUBERT;6085
13331;44;;BD;GAMBETTA;6088
13332;13;;AV;CORNICHE FLEURIE;6088
13333;15;;PROM;DU CAP;6104
13334;129;;AV;DE VERDUN;6104
13335;684;;RTE;DES SERRES;6128
13336;1;;PL;AUGUSTE COTTA;6136
13337;3;;AV;DE LA POSTE;6155
13338;3;;RUE;EDOUARD JOUBERT;7324
13339;5;;;LES GRENADINES;11170
13340;841;;BD;DU PECH MAYNAUD;11170
13341;1;;RES;LES SABLONS 3;11202
13342;138;;IMP;MOLIERE;11266
13343;4;;CRS;DU 4 SEPTEMBRE;13007
13344;103;;BD;DE PARIS;13202
13345;10;;BD;ANDRE AUNE;13206
13346;31;;ALL;ALBENIZ;13208
13347;67;;BD;DES NEIGES;13208
13348;5;;AV;DU MERLAN;13214
13349;14;;RUE;SAINT GERMAIN;14715
13350;24;;RUE;DE LA VIGIE;17333
13351;11;;RUE;DU COMMERCE;18033
13352;9;;RUE;DU CHEMIN DE FER;22055
13353;17;;RUE;DE GENIET;22325
13354;9000;;AV;CHURCHILL;24138
13355;5;;AV;DU GENERAL DE GAULLE;24356
13356;9;;RUE;MONTAIGNE;24520
13357;44;;AV;ALBERT MAZADE;26165
13358;4;;PL;OLIVIER DE SERRES;28085
13359;;;RES;CARRE BODICCIONE;2A004
13360;45;;CRS;NAPOLEON;2A004
13361;5179;;;MOLINI;2A008
13362;64;;CRS;DE L YSER;33063
13363;25;;RUE;DUBLAN;33063
13364;208;;RUE;DE L ECOLE NORMALE CAUD;33063
13365;156;;;BELLEGARDE;33165
13366;24;;RUE;DES MURS;33243
13367;159;;RUE;DE SUZON;33522
13368;3;;AV;DES MATELOTS;34003
13369;8;;RUE;DES ALIZES;34023
13370;371;;AV;DES DEUX PONTS;34067
13371;680;;RTE;DU MAS DESPORT;34145
13372;4;;IMP;RONSARD;34150
13373;22;;RUE;CLAUDE NOUGARO;34161
13374;5;;RUE;PAUL BOUSQUET;34301
13375;23;;RUE;DE LA CORBINAIS;35093
13376;1;;PL;DE LA ROTONDE;35238
13377;6;;BD;CHATEAUBRIAND;35288
13378;29;;AV;SAINT PIERRE;36044
13379;3;;RUE;DU MURET;38158
13380;211;;RTE;DU BOURG;40019
13381;37;;AV;SAINT VINCENT DE PAUL;40088
13382;5;;AV;DU DOC JEAN LAIGRET;41018
13383;52;;RUE;JACQUELINE AURIOL;41269
13384;84;;RUE;MARECHAL FOCH;42187
13385;28;;BD;EDGAR QUINET;42187
13386;4;;RUE;DOMINIQUE LEPRINCE RINGUET;42218
13387;1;;RUE;MARTHOUREY;42275
13388;10;;RUE;DE LA MULE DU PAPE;44020
13389;18;;AV;DU GENERAL DE GAULLE;44055
13390;44;;RUE;GRANDE BIESSE;44109
13391;26;;RUE;DU GRAND CLOS;44109
13392;3;;RUE;DES HAUTS MOULINS;44162
13393;21;;AV;DE L ARGONNE;45232
13394;71;;BD;JOHN F KENNEDY;45284
13395;15;;ALL;DES TAMBOURDERIES;49035
13396;18;;AV;DE LA MARTINIQUE;51230
13397;25;;RUE;EDOUARD MIGNOT;51454
13398;149;;AV;DE LAON;51454
13399;3;;RUE;ST ETIENNE;54493
13400;17;B;;GRANDE RUE;54550
13401;31;;RUE;DU GENERAL LECLERC;56165
13402;13;;RUE;DES ACACIAS;58238
13403;9001;;RES;CLAUDE DEBUSSY;59350
13404;17;;RUE;DES ARCHIVES;59350
13405;11;;PL;LEROUX DE FAUQUEMONT;59350
13406;53;;RUE;LEON GAMBETTA;59350
13407;51;;RUE;DE LA REPUBLIQUE;60175
13408;2;;AV;DES MAGNOLIAS;64260
13409;95;;CHE;LANDABOURE;64304
13410;20;;RUE;LARREY;65440
13411;28;;PL;DU MARCHE BRAUHAUBAN;65440
13412;4;;RUE;DE LA VICTOIRE;65440
13413;37;;RUE;FRANCOIS MARQUES;65440
13414;10;;ALL;DU LEVANT;66037
13415;6;;RUE;JACQUES COEUR;69031
13416;64;;RUE;ANTONIN PERRIN;69266
13417;18;;RUE;CHILDEBERT;69382
13418;11;;RUE;CLOTILDE BIZOLON;69382
13419;12;;RUE;DE LA GRANGE VERTU;71014
13420;10;;PL;DU CRETET;74081
13421;6;;RUE;DU PONT AUX CHOUX;75103
13422;14;;RUE;DES ECOLES;75105
13423;29;;RUE;MONGE;75105
13424;96;;BD;SAINT GERMAIN;75105
13425;8;;RUE;DE CONDE;75106
13426;87;;QUAI;D ORSAY;75107
13427;166;;RUE;LA FAYETTE;75110
13428;26;;BD;JULES FERRY;75111
13429;5;;BD;SOULT;75112
13430;44;;RUE;DE FECAMP;75112
13431;4;;RUE;DE LA BRECHE AUX LOUPS;75112
13432;270;;RUE;DU FBG ST ANTOINE;75112
13433;33;;RUE;CAMPAGNE PREMIERE;75114
13434;62;;RUE;DAGUERRE;75114
13435;39;;RUE;FONDARY;75115
13436;50;;RUE;LAURISTON;75116
13437;12;;RUE;DES ACACIAS;75117
13438;68;;RUE;DES DAMES;75117
13439;10;;RUE;BIOT;75117
13440;6;;RUE;CAMILLE TAHAN;75118
13441;96;;RUE;DAMREMONT;75118
13442;76;;RUE;LABAT;75118
13443;38;;RUE;RAMEY;75118
13444;157;;RUE;DE BELLEVILLE;75119
13445;60;;RUE;DE MEAUX;75119
13446;4;;RUE;GEORGES LARDENNOIS;75119
13447;43;;RUE;DU TELEGRAPHE;75120
13448;203;;AV;GAMBETTA;75120
13449;24;;RUE;PELLEPORT;75120
13450;76;;RUE;ALEXANDRE DUMAS;75120
13451;1;A;AV;RENE COTY;76322
13452;22;;RUE;DES LIMITES;76498
13453;2;;RUE;DE FOREST;77044
13454;12;B;CHE;DES TARTREUX;77155
13455;8;;RUE;DE L ILE MAUBERT;77243
13456;17;;RUE;DE NANTEUIL;77284
13457;37;;RUE;DE LA ROCHETTE;77288
13458;18;;RUE;DU PETIT VAUGIRARD;77305
13459;41;;AV;GEORGES OHNET;77373
13460;1;;PROM;DE LA SOURCE;77468
13461;1;;RUE;CAMILLE FLAMMARION;77514
13462;413;;RUE;DANIEL BLERVAQUE;78123
13463;9;;RUE;JEAN MONNET;78297
13464;11;;RUE;OSCAR NIEMEYER;78297
13465;152;;PL;ANDRE MALRAUX;78311
13466;37;;AV;EUGENE ADAM;78358
13467;14;;PL;DES ARDENNES;78383
13468;10;;PL;DE WICKLOW;78423
13469;1;;PASS;DE NOAILLES;78498
13470;5;;RUE;ALEXANDRA DAVID-NEEL;78621
13471;8;;RUE;ALBERT THOMAS;78640
13472;6;;RUE;THIERS;78650
13473;15;;RUE;DE VERDUN;78650
13474;2;;SEN;DES POMMIERS;78674
13475;270;;CHS;D'HOCQUET;80001
13476;5;;IMP;AUGUSTE COMTE;82121
13477;9203;;CHE;DE LA CASCADE;83070
13478;9200;;AV;DU GEN BOUVET;83070
13479;6;;RUE;DU LOT LA BANETTE;83112
13480;2;;AV;DU CHEVAL BLANC;83127
13481;21;;RUE;DE LA BILLARDIERE;85011
13482;9001;;RES;LA CORVETTE MERLIN MARINE;85226
13483;125;;AV;DE LA CORNICHE;85226
13484;1;;PL;BEAUDOIN;88160
13485;4;;RUE;DU VIEUX COLLEGE;88321
13486;26;;RUE;DE LA BOLLE;88413
13487;4;;IMP;JEANNE D ARC;88465
13488;5;;AV;DES FUSILLES;88465
13489;86;;RUE;VICTOR GUICHARD;89387
13490;11;;RUE;MARCEL PAGNOL;91097
13491;17;;RUE;DU BOUT DU MONT;91109
13492;19;;RUE;MARIE CURIE;91161
13493;124;;RUE;DE GOURNAY;91174
13494;21;;AV;GABRIELLE D'ESTREES;91179
13495;86;;RUE;DE LA REPUBLIQUE;91223
13496;12;A;SQ;ELIE RECLUS;91228
13497;1;;RUE;DE LA REPUBLIQUE;91359
13498;28;;PL;DU VIEUX MARCHE;91573
13499;8;;BD;DE VANDEUL;91600
13500;40;;RUE;HENRI MARTIN;91657
13501;3;;ALL;SAMUEL BECKETT;91689
13502;7;;RUE;DE PRONY;92004
13503;7;B;RUE;DE BRETAGNE;92023
13504;32;;RUE;BAUDIN;92026
13505;8;;ALL;DE L UNIVERSITE;92040
13506;22;;RUE;DU VIADUC;92040
13507;102;;AV;ACHILLE PERETTI;92051
13508;1;B;RUE;ROUSSELLE;92062
13509;67;;AV;DE LA REPUBLIQUE;92063
13510;90;;RUE;JEAN BLEUZEN;92075
13511;39;;RUE;CARNOT;93048
13512;14;;PL;CARNOT;93064
13513;98;B;AV;DES PRIMEVERES;93071
13514;11;;AV;DROUOT;93077
13515;11;;RUE;DES PONTONS;94002
13516;38;;AV;JEAN JAURES;94003
13517;10;;RUE;PASTEUR;94003
13518;40;;AV;DU COLONEL FABIEN;94011
13519;8;B;RUE;DES MOINES ST MARTIN;94015
13520;148;;RUE;DE VERDUN;94017
13521;3;;ALL;MARYSE BASTIE;94021
13522;29;;RUE;PIERRE ET MARIE CURIE;94041
13523;4;;RUE;PAUL DOUMER;94052
13524;12;;AV;DU CHATEAU;94068
13525;18;;AV;DES SAPINS;94068
13526;16;;RUE;ROMAIN ROLLAND;94076
13527;41;;AV;DE VALENTON;94078
13528;15;;RUE;DE LA JARRY;94080
13529;62;;AV;DES MINIMES;94080
13530;23;;RUE;DES LINANDES VERTES;95127
13531;3;;RUE;DE LA JUSTICE VERTE;95127
13532;1;;RUE;DES MORILLONS;95252
13533;4;;PL;EMILE ZOLA;95268
13534;9;;RES;LES JARDINS DU MAHURY;97309
13535;54;;RUE;ANTOINE JACQUET;1033
13536;150;;RUE;DE LA REPUBLIQUE;1034
13537;38;;AV;DE VESSY;1160
13538;223;;RUE;DES PRALETS;1281
13539;50;;GR;GRANDE RUE;2168
13540;11;;AV;D ALSACE;6012
13541;15;;AV;DES CIGALES;6033
13542;2477;;VC;MARCELLIN ALLO NO 39;6065
13543;1899;;BD;DU GRAND PRE;6070
13544;8;;RUE;SAINT  JEAN;6071
13545;12;;RUE;VILLAREY;6083
13546;79;;BD;MANTEGA RIGHI;6088
13547;5;;RUE;CROS DE CAPEU;6088
13548;22;T;BD;DU TZAREWITCH;6088
13549;339;;AV;SADI CARNOT;7102
13550;286;;RUE;LEON JOUHAUX;7102
13551;5718;F;;LE CHARREL SUD;13005
13552;18;;RUE;THERESE RASTIT;13022
13553;15;;AV;DE BUCELLE;13028
13554;31;;RUE;MONTOLIEU;13202
13555;34;;RUE;DU PETIT PUITS;13202
13556;19;;BD;DAUZAC;13204
13557;20;;BD;JEAN BAPTISTE IVALDI;13204
13558;22;;TRA;PUPAT;13208
13559;28;;AV;DE LA CADENELLE;13208
13560;57;;PARC;DES VIEUX CYPRES;13213
13561;12;;AV;DES NARCISSES;13213
13562;102;;BD;DANIELLE CASANOVA;13214
13563;37;;AV;DU MERLAN;13214
13564;9;;AV;DE ST ANTOINE;13215
13565;8;;RUE;DU DOCTEUR LAINE;14699
13566;118;;BD;JOFFRE;17300
13567;39;;RUE;BERSOT;25056
13568;11;;RUE;GODEAU;28134
13569;27;;RUE;DES BAS MENUS;28229
13570;4;;RUE;MAJOR LAMBROSCHINI;2A004
13571;14;;RUE;JEAN PANDOLFI;2A249
13572;5421;;RES;DU PARC 3;2A271
13573;9001;;CHE;DE LA GARRIGUETTE;30003
13574;44;;PL;DES FELIBRES;30060
13575;42;;RUE;DES MARRONNIERS;30189
13576;75;;BD;DE LA PLAGE;33009
13577;47;;BD;CHANZY;33009
13578;40;;AV;DES PYRENEES;33029
13579;1;T;RUE;VOLTAIRE;33039
13580;149;B;AV;DE LA LIBERATION;33051
13581;10;;RUE;FEAUGAS;33063
13582;4;;CRS;BARBEY;33063
13583;6;;RUE;GINER DE LOS RIOS;33063
13584;8;;RUE;DE LA ROUSSELLE;33063
13585;32;;SEN;DES RADOUBS;33063
13586;9001;;RES;L HOST;33192
13587;71;;RES;HORIZON MARIN;33214
13588;9013;;RES;TERRASSES DE L ATLANTIQUE;33214
13589;12;;AV;DU GEN DE GAULLE;33226
13590;365;;AV;ARISTIDE BRIAND;33281
13591;101;;AV;DE LA GARONNE;33434
13592;253;;RUE;FREDERIC SEVENE;33522
13593;4;;ALL;DES IRIS;33550
13594;9001;;;LOU SOUREIL;34023
13595;21;;AV;DU PORT;34023
13596;13;;RUE;DU POUGET;34145
13597;9038;;RES;MISTRAL;34301
13598;2;;RUE;CHATEAURENAULT;35238
13599;22;;RUE;DU MARECHAL JOFFRE;35238
13600;4;;ALL;DU SOLSTICE;35278
13601;7;;ALL;DE LA PELOUSE;38185
13602;111;;RUE;D ALEMBERT;38185
13603;36;;RUE;MALPERTUIS;38562
13604;7;;RUE;DU PARC;42147
13605;55;;RUE;DES PASSEMENTIERS;42218
13606;9005;;;LE FUMANT;42270
13607;2;;RUE;PASTEUR;42275
13608;48;;CHE;DES VARENNES;42279
13609;14;;AV;JEAN DE NEYMAN;44055
13610;22;;RUE;FOURE;44109
13611;33;;RUE;DU 65E REGIMENT INFANTERIE;44109
13612;19;;RUE;DE LA VERRERIE;44109
13613;51;;RUE;DES DERVALLIERES;44109
13614;50;;RUE;DU FAISAN;44116
13615;11;;AV;ALBERT DE MUN;44184
13616;6728;;BD;DE LA FRATERNITE;44211
13617;7;C;RUE;DE LA MASSONNIERE;44215
